Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
10,2,0,1,3,no,yes,yes,app development,hacking,no,yes,excellent,excellent,parallel computing,Business process analyst,job,Sales and Marketing,no,no,Fantasy,salary,yes,stubborn,Management,work,hard worker,yes,no,Database
12,5,0,2,2,no,yes,no,machine learning,database security,no,no,poor,medium,IOT,Business process analyst,job,Service Based,yes,yes,History,Work,yes,stubborn,Technical,work,hard worker,no,no,Computer Science
6,4,4,7,1,yes,yes,no,hadoop,data science,yes,yes,poor,poor,programming,system developer,job,product development,yes,yes,Trilogy,Work,no,stubborn,Management,work,smart worker,no,yes,Analytics
4,8,3,9,8,no,yes,no,full stack,system designing,yes,yes,medium,poor,cloud computing,system developer,job,Finance,yes,no,Self help,salary,yes,stubborn,Technical,work,hard worker,yes,no,Management
6,1,3,6,7,no,yes,no,r programming,cloud computing,yes,no,medium,medium,IOT,cloud computing,job,Finance,yes,yes,Horror,Work,no,gentle,Technical,salary,hard worker,yes,no,Computer Science
5,2,3,1,9,yes,no,yes,machine learning,data science,no,yes,medium,excellent,programming,developer,job,product development,no,yes,Art,salary,no,stubborn,Technical,work,hard worker,no,no,Analytics
8,3,6,6,7,no,no,no,app development,hacking,no,no,poor,excellent,networks,system developer,higherstudies,BPA,yes,no,Horror,salary,no,stubborn,Management,work,smart worker,yes,yes,Computer Science
4,4,4,8,6,yes,no,yes,shell programming,cloud computing,no,yes,excellent,poor,parallel computing,security,higherstudies,Testing and Maintainance Services,yes,no,Self help,Work,yes,stubborn,Management,salary,smart worker,no,no,Management
4,3,2,1,1,yes,yes,yes,hadoop,game development,no,yes,poor,excellent,programming,developer,higherstudies,Product based,no,yes,Religion-Spirituality,Work,no,gentle,Technical,salary,hard worker,yes,no,Management
9,1,6,6,7,yes,no,yes,machine learning,hacking,yes,no,poor,poor,cloud computing,system developer,job,BPA,no,no,Science fiction,salary,no,gentle,Management,salary,hard worker,no,no,Management
7,4,4,6,3,yes,yes,yes,r programming,game development,no,yes,medium,medium,hacking,developer,job,Testing and Maintainance Services,yes,no,Self help,Work,yes,gentle,Technical,salary,hard worker,yes,no,Analytics
5,4,6,4,2,yes,no,no,python,web technologies,no,yes,medium,excellent,Computer Scienceing,cloud computing,higherstudies,Sales and Marketing,no,no,Poetry,Work,yes,stubborn,Management,salary,hard worker,no,no,Computer Science
11,2,6,2,6,yes,yes,yes,app development,game development,no,no,excellent,medium,networks,cloud computing,job,Product based,yes,yes,Action and Adventure,Work,no,gentle,Management,work,hard worker,yes,yes,Computer Science
5,7,3,3,3,yes,no,no,r programming,web technologies,no,no,medium,medium,cloud computing,testing,higherstudies,BPA,yes,no,Encyclopedias,Work,yes,gentle,Management,work,smart worker,no,no,Analytics
6,4,3,8,1,no,yes,no,full stack,system designing,no,yes,medium,excellent,data engineering,cloud computing,job,SAaS services,no,no,Horror,Work,yes,stubborn,Management,work,smart worker,yes,yes,Computer Science
6,9,2,4,4,yes,no,no,shell programming,system designing,no,yes,medium,poor,data engineering,cloud computing,higherstudies,SAaS services,yes,yes,Romance,salary,no,gentle,Technical,work,smart worker,no,no,Computer Science
9,7,2,5,9,yes,no,yes,full stack,hacking,yes,no,poor,poor,networks,testing,higherstudies,Service Based,yes,no,Science fiction,salary,yes,stubborn,Management,salary,smart worker,no,no,Database
7,4,2,1,8,yes,no,no,distro making,hacking,yes,no,excellent,medium,networks,developer,higherstudies,product development,yes,no,Poetry,Work,no,gentle,Technical,salary,hard worker,yes,yes,Computer Science
7,4,3,2,1,no,no,no,app development,database security,yes,no,excellent,poor,cloud computing,security,higherstudies,Sales and Marketing,no,yes,Math,salary,yes,gentle,Technical,salary,hard worker,no,no,Database
8,2,2,6,3,yes,no,no,full stack,web technologies,yes,no,excellent,excellent,hacking,system developer,higherstudies,Product based,no,no,Series,Work,no,stubborn,Technical,salary,hard worker,no,no,Information Technology
12,6,3,1,2,no,yes,yes,shell programming,game development,no,no,poor,poor,Computer Architecture,developer,job,product development,no,yes,Poetry,salary,yes,stubborn,Technical,salary,smart worker,no,yes,Networking
7,6,3,2,7,no,no,no,information security,web technologies,yes,yes,poor,medium,parallel computing,Business process analyst,job,Cloud Services,no,yes,Horror,Work,no,gentle,Management,salary,hard worker,no,no,Analytics
9,9,2,3,5,yes,no,no,distro making,cloud computing,yes,no,excellent,poor,parallel computing,testing,job,Finance,yes,no,Dictionaries,Work,no,stubborn,Technical,salary,smart worker,no,no,Networking
7,5,4,2,7,yes,no,no,r programming,testing,yes,yes,medium,medium,networks,security,job,Service Based,no,yes,Science fiction,salary,no,gentle,Management,salary,smart worker,yes,no,Database
11,9,2,7,9,yes,yes,yes,full stack,data science,no,yes,poor,excellent,hacking,system developer,higherstudies,BPA,yes,no,Anthology,salary,no,gentle,Technical,work,hard worker,yes,yes,Networking
12,6,4,7,1,no,yes,no,python,testing,yes,yes,medium,excellent,programming,developer,higherstudies,SAaS services,no,no,Diaries,Work,yes,stubborn,Technical,salary,hard worker,no,no,Computer Science
11,6,0,9,8,yes,yes,no,full stack,database security,yes,no,poor,poor,parallel computing,developer,higherstudies,SAaS services,yes,no,Travel,salary,no,stubborn,Management,work,hard worker,no,yes,Management
12,3,5,4,3,yes,yes,yes,shell programming,game development,yes,no,excellent,excellent,Management,security,higherstudies,Cloud Services,yes,yes,Travel,salary,yes,stubborn,Management,salary,hard worker,yes,no,Management
6,4,6,6,2,no,yes,no,machine learning,system designing,yes,no,excellent,poor,hacking,Business process analyst,job,Product based,yes,yes,Mystery,salary,yes,stubborn,Technical,work,hard worker,no,no,Information Technology
5,1,5,1,6,yes,no,no,distro making,testing,yes,no,poor,poor,data engineering,developer,higherstudies,Testing and Maintainance Services,no,no,Guide,salary,yes,stubborn,Management,work,hard worker,yes,no,Computer Science
7,3,6,4,9,no,no,no,distro making,database security,yes,no,poor,poor,parallel computing,Business process analyst,job,Web Services,yes,yes,Travel,salary,yes,gentle,Management,work,smart worker,no,no,Computer Science
10,5,1,6,7,yes,no,yes,shell programming,hacking,no,yes,poor,excellent,data engineering,developer,job,Sales and Marketing,yes,no,Self help,salary,no,gentle,Management,work,smart worker,yes,yes,Design
11,5,4,3,7,no,yes,yes,machine learning,system designing,no,yes,poor,medium,Computer Architecture,Business process analyst,job,Cloud Services,no,no,Autobiographies,salary,yes,gentle,Management,salary,smart worker,no,no,Computer Science
11,5,2,8,6,no,no,yes,hadoop,game development,yes,no,excellent,excellent,hacking,security,job,Product based,yes,no,History,Work,no,gentle,Technical,work,hard worker,yes,yes,Computer Science
8,4,5,9,1,yes,yes,no,information security,system designing,no,yes,medium,excellent,hacking,security,higherstudies,Cloud Services,no,yes,Mystery,Work,no,stubborn,Management,salary,smart worker,yes,no,Management
7,8,4,9,2,yes,yes,yes,r programming,game development,yes,yes,poor,medium,IOT,developer,job,Service Based,no,yes,Romance,salary,yes,stubborn,Management,salary,hard worker,no,no,Networking
8,6,3,4,6,no,yes,no,machine learning,hacking,no,no,poor,excellent,Management,developer,higherstudies,BPA,no,no,Prayer books,salary,no,gentle,Management,salary,smart worker,yes,yes,Database
4,6,1,5,3,yes,yes,yes,full stack,game development,yes,no,medium,excellent,hacking,security,job,Finance,no,no,Math,Work,no,gentle,Management,salary,smart worker,no,yes,Computer Science
9,1,0,4,6,yes,yes,yes,app development,system designing,yes,yes,medium,excellent,data engineering,developer,job,Sales and Marketing,yes,no,Prayer books,Work,yes,gentle,Technical,work,hard worker,yes,yes,Analytics
9,5,4,8,5,no,yes,yes,distro making,system designing,yes,no,poor,poor,cloud computing,system developer,higherstudies,SAaS services,no,yes,Religion-Spirituality,salary,yes,stubborn,Technical,work,smart worker,no,no,Analytics
7,3,1,7,6,yes,no,no,machine learning,hacking,no,yes,poor,poor,IOT,testing,higherstudies,SAaS services,yes,yes,Action and Adventure,Work,no,stubborn,Technical,salary,smart worker,yes,yes,Analytics
9,9,1,5,2,yes,yes,no,hadoop,hacking,yes,yes,medium,medium,parallel computing,security,higherstudies,Testing and Maintainance Services,no,yes,Math,Work,yes,gentle,Management,work,hard worker,yes,no,Computer Science
9,4,2,3,3,no,no,no,full stack,data science,no,no,poor,poor,Computer Scienceing,testing,job,Product based,no,no,Health,Work,no,stubborn,Management,salary,hard worker,no,no,Networking
5,9,0,9,7,no,yes,no,hadoop,data science,yes,no,poor,medium,cloud computing,security,job,SAaS services,no,yes,Horror,salary,no,stubborn,Management,salary,hard worker,yes,yes,Computer Science
7,5,4,3,9,yes,no,yes,python,testing,yes,no,excellent,poor,parallel computing,system developer,job,Web Services,no,no,Anthology,Work,yes,stubborn,Technical,work,smart worker,no,no,Analytics
9,6,4,1,9,yes,yes,yes,distro making,cloud computing,no,yes,medium,medium,parallel computing,Business process analyst,higherstudies,Cloud Services,yes,yes,Series,salary,no,gentle,Technical,work,hard worker,no,no,Information Technology
6,3,6,2,8,no,no,no,full stack,hacking,no,no,medium,poor,Computer Architecture,system developer,higherstudies,Testing and Maintainance Services,no,no,Self help,Work,yes,gentle,Management,salary,smart worker,yes,yes,Management
12,1,4,5,4,no,no,no,distro making,system designing,no,yes,poor,excellent,IOT,developer,higherstudies,Testing and Maintainance Services,yes,no,Cookbooks,Work,yes,gentle,Technical,salary,hard worker,no,no,Information Technology
10,5,4,6,1,no,no,no,shell programming,database security,no,yes,excellent,poor,data engineering,system developer,job,SAaS services,no,no,Self help,salary,no,stubborn,Management,salary,smart worker,yes,yes,Analytics
5,2,5,4,5,no,yes,yes,r programming,cloud computing,no,no,medium,poor,IOT,security,job,Finance,no,no,Poetry,salary,yes,stubborn,Technical,salary,smart worker,yes,yes,Information Technology
12,5,2,1,1,yes,no,yes,python,cloud computing,no,yes,medium,poor,Computer Architecture,cloud computing,job,Testing and Maintainance Services,yes,yes,Art,Work,no,gentle,Technical,work,smart worker,no,no,Computer Science
7,6,5,8,3,yes,yes,yes,information security,testing,yes,yes,excellent,excellent,programming,Business process analyst,higherstudies,Testing and Maintainance Services,no,yes,Anthology,salary,no,gentle,Technical,work,smart worker,no,yes,Computer Science
10,1,4,8,9,yes,no,no,hadoop,web technologies,no,yes,excellent,medium,IOT,Business process analyst,higherstudies,product development,yes,yes,Guide,salary,yes,gentle,Management,salary,hard worker,yes,yes,Networking
6,7,1,8,8,yes,yes,no,app development,database security,yes,no,medium,poor,parallel computing,security,job,Testing and Maintainance Services,yes,yes,Romance,Work,no,stubborn,Management,work,hard worker,no,yes,Analytics
7,5,6,9,9,yes,no,no,information security,game development,yes,yes,excellent,excellent,networks,system developer,higherstudies,Testing and Maintainance Services,yes,no,Travel,Work,no,gentle,Management,work,smart worker,yes,no,Management
9,3,2,5,8,no,yes,yes,shell programming,database security,yes,no,excellent,excellent,Computer Scienceing,security,job,BPA,yes,no,Fantasy,Work,no,stubborn,Management,work,smart worker,yes,yes,Database
7,5,4,7,2,no,yes,no,full stack,cloud computing,no,yes,medium,medium,hacking,developer,job,Web Services,no,no,Autobiographies,Work,no,gentle,Management,work,smart worker,no,yes,Management
4,7,5,3,1,yes,no,no,full stack,testing,no,no,poor,poor,cloud computing,cloud computing,higherstudies,product development,yes,yes,Guide,Work,yes,stubborn,Technical,salary,hard worker,yes,yes,Analytics
8,4,3,3,9,yes,yes,no,shell programming,web technologies,yes,no,poor,medium,parallel computing,security,job,Testing and Maintainance Services,yes,no,Prayer books,salary,yes,gentle,Technical,salary,hard worker,no,yes,Database
12,1,1,9,8,no,yes,no,shell programming,system designing,no,yes,excellent,poor,hacking,security,higherstudies,BPA,yes,no,Guide,Work,no,stubborn,Technical,salary,hard worker,yes,no,Analytics
10,8,3,3,1,no,yes,yes,shell programming,hacking,yes,no,excellent,poor,Management,security,higherstudies,Sales and Marketing,yes,no,Biographies,Work,no,gentle,Technical,salary,smart worker,yes,no,Analytics
5,7,1,8,6,yes,yes,yes,information security,hacking,yes,no,poor,medium,hacking,Business process analyst,job,product development,yes,no,Series,Work,yes,stubborn,Management,work,hard worker,no,yes,Information Technology
10,8,5,8,1,yes,yes,yes,hadoop,testing,no,no,excellent,medium,IOT,system developer,job,Product based,no,no,Journals,salary,no,stubborn,Technical,salary,hard worker,yes,no,Database
10,2,3,3,6,yes,no,yes,r programming,database security,yes,yes,poor,excellent,parallel computing,developer,job,product development,no,yes,Anthology,Work,no,stubborn,Technical,salary,smart worker,yes,no,Analytics
6,4,6,3,7,no,yes,yes,hadoop,hacking,no,no,excellent,medium,Management,security,higherstudies,Service Based,yes,yes,Health,Work,yes,gentle,Technical,salary,hard worker,no,yes,Computer Science
9,7,4,8,9,no,yes,no,full stack,cloud computing,yes,yes,excellent,medium,Computer Scienceing,Business process analyst,higherstudies,SAaS services,yes,yes,Religion-Spirituality,Work,yes,stubborn,Management,work,smart worker,no,yes,Computer Science
9,9,2,9,3,no,yes,no,hadoop,cloud computing,yes,yes,medium,medium,IOT,developer,job,SAaS services,no,yes,History,Work,no,gentle,Technical,salary,smart worker,no,no,Computer Science
9,3,3,4,5,no,yes,no,python,hacking,yes,no,poor,poor,Management,system developer,higherstudies,SAaS services,yes,yes,Science fiction,Work,yes,stubborn,Technical,work,smart worker,no,no,Information Technology
9,3,6,6,6,no,yes,no,machine learning,web technologies,yes,no,medium,medium,data engineering,cloud computing,higherstudies,Product based,yes,no,Biographies,Work,yes,stubborn,Technical,work,hard worker,yes,yes,Information Technology
5,3,0,6,7,no,no,no,r programming,cloud computing,yes,no,poor,excellent,Computer Architecture,system developer,higherstudies,Product based,no,yes,Health,Work,no,gentle,Technical,salary,smart worker,no,no,Networking
10,1,1,5,7,yes,no,no,machine learning,database security,yes,no,poor,poor,networks,Business process analyst,higherstudies,Product based,no,yes,Trilogy,salary,yes,gentle,Technical,salary,smart worker,no,no,Design
7,5,0,2,4,yes,yes,yes,hadoop,cloud computing,yes,no,excellent,poor,programming,cloud computing,job,Finance,yes,yes,Science,Work,yes,gentle,Management,work,smart worker,no,yes,Information Technology
11,7,1,1,5,yes,no,no,r programming,system designing,yes,yes,poor,poor,Computer Scienceing,developer,job,Sales and Marketing,yes,yes,Comics,salary,no,stubborn,Management,work,hard worker,no,no,Analytics
8,2,0,7,6,no,no,yes,distro making,database security,no,yes,excellent,poor,networks,testing,job,Web Services,no,yes,Math,Work,yes,stubborn,Management,salary,hard worker,no,yes,Computer Science
4,8,0,2,8,no,no,no,r programming,game development,yes,no,poor,poor,Computer Architecture,security,job,Web Services,yes,no,Science,Work,no,gentle,Technical,salary,smart worker,yes,yes,Design
11,5,2,7,8,yes,yes,yes,full stack,game development,no,no,poor,excellent,cloud computing,cloud computing,job,Web Services,yes,yes,Health,Work,yes,gentle,Management,work,smart worker,yes,yes,Networking
